fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2025-2026,April,17,MADHYA PRADESH,1705,SHIVPURI,922868,1719496.635,2,0,0,151,391,36250,4,0,54779,4,67336,0,68.7798654,2,2,195876,337584,0,337604,616182,36401,68.7798654,2,82,0,91.59,0,NA
2025-2026,April,17,MADHYA PRADESH,1712,SATNA,558910,495011.598571429,2,0,0,94,470,13411,7,0,41736,0,45177,6.09472,40.7455319,3,3,121775,224271,0,213554,389178,13505,34.6508119,5,55,0,0,0,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,218875.909411765,2,0,3.1956054,86,300,14344,17,1,37268,0,8063,0,40.40451,7,8,89317,189671,0,173134,357724,14430,37.2089046,6,69,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,1358486.04666667,1,0,0.40501,195,315,19599,6,2,37222,2,172931,2.449,84.3631728,4,4,171164,341802,0,290373,574600,19794,81.5091628,2,74,47.73,51.35,0,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,3454125.89999999,2,0,0,65,213,6733,2,0,44810,2,80714,0,69.0825179999999,1,1,130894,279510,0,172649,365616,6798,69.0825179999999,0,50,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1707,TIKAMGARH,433201,2116.40661284265,6,0,1.83,168,136,11221,2663,558,22597,176,13284,27.07667,85.2665780999998,432,522,74701,134602,0,129884,224163,11389,56.3599080999998,878,66,12.49,5.76,100,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,1458.78956756094,7,4,13.992238,382,359,17694,8163,1377,34524,775,31192,27.62532,160.6985504,1136,1362,142656,245078,0,289238,495175,18076,119.0809924,2283,73,31.32,16.32,100,NA
2025-2026,April,17,MADHYA PRADESH,1712,SATNA,558910,930.653258087451,6,3,0,220,348,13228,5626,944,41780,938,45212,19.20472,71.5632723,843,1032,121878,224452,0,213792,389477,13448,52.3585523,2366,55,8.56,15.1,100,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,1189.16161020326,7,8,5.8161147,245,139,13837,7527,1251,30241,2656,60244,12.25421,107.5785191,979,1170,125966,202406,0,166024,256816,14082,89.5081943999997,3310,65,25.87,8.21,100,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,1079.0811202272,7,1,10.3627224,135,185,14133,6338,1718,37274,447,8066,13.49526,92.2501438,801,1024,89340,189743,0,173228,357946,14268,68.3921614,2406,68,12.86,29.02,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,1068.79349547788,8,7,1.1982,126,160,16463,8182,362,14864,7309,283120,9.498,98.1448838,957,1494,145323,317227,0,215468,451015,16589,87.4486838,3505,73,36.69,4.28,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,446.156949563531,8,11,0,183,189,11438,8248,1061,24699,2654,104505,13.45561,50.2546352,1021,1406,124092,309081,0,197031,465234,11621,36.7990252,3446,66,26.7,12.49,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,564.397730507926,6,3,2.9089741,530,251,18157,12364,2985,26976,750,12860,17.60395,90.2950595,1847,2098,106474,160606,0,222690,323636,18687,69.7821354,3578,74,7.1,15,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,1657.50946823986,6,3,1.31238,468,126,13621,6187,1437,37471,1679,63959,31.21415,135.0766408,917,1078,93221,184996,0,156984,300746,14089,102.5501108,2388,67,0,5.78,100,NA
2025-2026,April,17,MADHYA PRADESH,1736,CHHINDWARA,1206413,436.765204243925,8,101,17.2109803,610,157,21266,49671,7515,85562,26330,267723,27.39368,261.5503049,5898,8785,221370,522874,0,286535,658454,21876,216.9456446,23714,73,13.94,9.33,100,NA
2025-2026,April,17,MADHYA PRADESH,1737,SEONI,1239628,874.002693364747,10,14,0,186,337,18639,10188,1230,56098,4743,210779,21.98384,111.0272344,990,1619,187989,452805,0,224878,530815,18825,89.0433944000004,5221,70,45.27,2.83,100,NA
2025-2026,April,17,MADHYA PRADESH,1748,ASHOK NAGAR,522994,966.25886060606,6,2,9.42587166,201,103,18053,10725,2785,28305,972,15519,11.38088,124.43801446,1680,1980,84677,142360,0,153243,549053,18254,103.6312628,3630,85,19.53,17.54,100,NA
2025-2026,April,17,MADHYA PRADESH,1749,ALIRAJPUR,649629,661.911738415402,9,44,4.8531,75,116,10906,10337,1369,35947,8581,188744,16.25376,89.5286764000001,1116,1585,101637,236300,0,146451,322657,10981,68.4218164000001,3920,75,2.34,89.74,100,NA
2025-2026,April,17,MADHYA PRADESH,1702,BHIND,245604,600209.5,3,0,0,12,387,7664,3,3,17883,0,199,2.15,20.156285,1,1,72646,97473,0,163039,268304,7676,18.006285,0,33,0,0,0,NA
2025-2026,April,17,MADHYA PRADESH,1707,TIKAMGARH,433201,74657.4453225804,1,0,0,118,156,11274,62,22,22582,14,13279,2.39079,48.6784060999999,33,34,74657,134524,0,129809,224037,11392,46.2876160999999,9,66,68.74,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1712,SATNA,558910,167571.7308,4,0,0,115,426,13393,25,0,41771,10,45209,6.09472,47.9876527,6,7,121849,224406,0,213640,389285,13508,41.8929327,14,55,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,122994.023220338,4,0,4.3589217,130,188,13876,59,9,30209,19,60146,0,76.9253953999997,12,16,125729,202118,0,165837,256562,14006,72.5664736999997,22,65,0,18.57,100,NA
2025-2026,April,17,MADHYA PRADESH,1719,SHAJAPUR,186357,6993.10467236467,4,2,0,105,183,7240,351,167,20048,16,11043,0,24.5457974,86,89,53223,94748,0,109865,186896,7345,24.5457974,94,69,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1720,DEWAS,391927,56109.8222077922,3,0,3.645,81,271,10385,77,20,32849,9,38819,2.5755,49.4250631,20,20,86056,174428,0,165660,335600,10466,43.2045631,21,72,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1721,JHABUA,611392,26444.5752127659,8,0,1.1982,100,220,16502,188,0,14858,184,282898,1.659,52.5730014,23,36,145205,316986,0,215356,450773,16602,49.7158014,92,74,70.27,7.83,100,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,25559.7046208531,5,0,0,195,422,24988,422,13,41787,346,284044,0,107.8619535,81,110,196809,417215,0,312743,647663,25183,107.8619535,158,63,39.73,34.66,100,NA
2025-2026,April,17,MADHYA PRADESH,1723,INDORE,112417,2740.68206896552,3,1,0.2687,5,303,5642,29,4,10172,8,14525,0,1.0634978,9,9,31408,61535,0,69627,133388,5647,0.7947978,16,58,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,45376.5961256544,3,0,0.26358,382,169,13765,191,46,37487,59,63955,0.18,87.1128786,52,56,93213,184957,0,156874,300476,14147,86.6692986,73,67,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1735,MANDLA,1369979,136985.953513514,4,0,1.9931213,356,205,20529,111,10,32090,63,267105,0.38,154.4275297,25,30,212393,455519,0,252151,530046,20885,152.0544084,58,78,0,22.91,100,NA
2025-2026,April,17,MADHYA PRADESH,1737,SEONI,1239628,11502.6247848537,8,2,0,135,387,18828,581,81,56085,133,210765,0,66.8302500000002,68,116,187963,452737,0,224791,530637,18963,66.8302500000002,275,70,81.8,2.3,100,NA
2025-2026,April,17,MADHYA PRADESH,1752,NIWARI,201868,258384.254444444,1,0,0,90,58,4902,9,7,7290,1,6778,0,23.2545829,5,5,35154,59644,0,48835,82022,4992,23.2545829,3,66,98.85,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1708,CHHATARPUR,684591,306881.236153846,1,2,0,133,269,15542,26,10,46312,0,14274,0,79.7891214,15,15,126739,242461,0,232847,429978,15675,79.7891214,8,71,21.82,39.28,100,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,265873.822592593,2,0,1.8435,193,474,17946,27,10,34479,0,31148,6.6798,80.3092321,13,13,142419,244706,0,289057,494848,18139,71.7859321,1,74,80.06,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1716,MANDSAUR,484875,115969.282702703,3,0,4.5892024,87,276,14374,37,5,37268,0,8063,0,47.497837,12,16,89327,189684,0,173158,357762,14461,42.9086346,16,69,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,167073.026666667,1,0,0,98,282,11705,12,2,24701,4,104474,0,20.0487632,8,9,124068,309003,0,196898,464933,11803,20.0487632,3,66,87.65,11.61,100,NA
2025-2026,April,17,MADHYA PRADESH,1726,RAJGARH,775130,1709872.35363636,3,0,14.0974167,390,292,17088,11,5,52799,0,9841,1.67768,203.861055599999,3,4,176739,339501,0,280299,519310,17478,188.085958899999,5,70,99.06,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,588166.841428571,3,0,0.84322,289,322,17953,7,1,26803,6,12849,0.31296,42.3278589,2,3,106092,160071,0,222468,323188,18242,41.1716789,3,74,0,99.66,100,NA
2025-2026,April,17,MADHYA PRADESH,1738,BALAGHAT,1446995,1520456.3831579,2,0,1.10914,100,165,20999,19,0,27014,0,129054,8.29176,298.2876128,8,9,264635,571030,0,318297,671216,21099,288.8867128,11,78,5.76,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,4133113.105,2,0,0,73,188,6726,2,0,44816,2,80724,0,82.6622621,1,1,130919,279564,0,172665,365646,6799,82.6622621,0,50,0,0,100,NA
2025-2026,April,17,MADHYA PRADESH,1749,ALIRAJPUR,649629,0,0,0,1.819,41,148,10758,0,0,35935,0,188492,0,50.3105308000001,0,0,101510,236033,0,146351,322442,10799,48.4915308000001,0,74,1.61,98.39,0,NA
2025-2026,April,17,MADHYA PRADESH,1750,SINGRAULI,641736,0,0,0,0.202,66,146,10944,0,0,33229,0,66064,0.0712,60.9467829,0,0,116960,206819,0,176324,301173,11010,60.6735829,0,68,0,100,0,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,358.541702795488,10,29,13.992238,731,183,17931,81560,11408,34612,8253,31257,126.54843,432.9672808,8048,10132,142999,245662,0,289699,495892,18662,292.4266128,25978,74,30.7,48.09,100,NA
2025-2026,April,17,MADHYA PRADESH,1714,SHAHDOL,600501,306.522897456155,10,78,11.476686,140,79,15556,63290,7393,34241,35554,129850,44.428,249.9030278,6317,8710,117960,234429,0,159920,298369,15696,193.9983418,30348,78,52.42,58.57,100,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,270.346422558403,11,283,0,894,66,26100,242925,20704,41989,167271,285503,149.16157,805.900617,20641,28947,197871,419324,0,313268,648735,26994,656.739047,99504,65,31.08,60.39,100,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,345.09837696595,10,62,3.7302109,772,78,19383,80559,9889,37303,42496,173302,137.62025,419.3582624,7980,10743,171537,342604,0,290846,575500,20155,278.0078015,33555,74,36.69,63.31,100,NA
2025-2026,April,17,MADHYA PRADESH,1726,RAJGARH,775130,381.041241065589,12,159,14.0974167,1582,101,17021,183560,24767,53094,3566,9865,129.94127,843.477988799995,14863,22683,177579,341157,0,280809,520333,18603,699.439302099995,76333,71,21.9,62.73,100,NA
2025-2026,April,17,MADHYA PRADESH,1728,BHOPAL,263218,268.924324929972,9,12,0,196,45,5681,26775,4627,10799,1436,3223,48.64181,120.646298,2737,3518,40311,65715,0,71198,116306,5877,72.004488,11313,67,30.29,41.66,100,NA
2025-2026,April,17,MADHYA PRADESH,1739,SHEOPUR,370498,293.562473752837,10,52,0,397,46,20373,103535,15239,19521,30364,46842,49.45721,353.3971172,10017,12615,90062,151521,0,167770,275265,20770,303.9399072,42368,82,22.04,59.86,100,NA
2025-2026,April,17,MADHYA PRADESH,1746,ANUPPUR,847475,266.191571397034,12,351,5.6410211,402,4,11229,217418,15424,23827,138228,140806,39.50431,623.893721800003,17953,24208,122907,250031,0,161620,318633,11631,578.748390700003,108562,80,62.12,66.04,100,NA
2025-2026,April,17,MADHYA PRADESH,1701,MORENA,1189426,284.470918143803,8,117,38.1801556,101,137,8729,620796,70579,39488,7751,4380,116.529,1920.6932366,72178,74680,237196,296268,0,327442,411147,8830,1765.984081,254325,15,37.65,93.68,100,NA
2025-2026,April,17,MADHYA PRADESH,1711,DAMOH,863729,283.108389162968,10,83,1.3875186,506,107,16499,266346,34934,39129,50451,37305,109.56468,865.000068799998,26068,30527,153935,261015,0,281015,460230,17005,754.047870199998,100847,64,55.44,72.84,100,NA
2025-2026,April,17,MADHYA PRADESH,1712,SATNA,558910,298.075546192981,10,35,0.2494,372,96,13455,69188,12376,41862,11417,45298,126.5466,333.0285089,6515,8226,122159,224905,0,214264,390151,13827,206.2325089,27053,56,19.26,38.25,100,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,284.14348506027,11,60,5.9155347,496,23,14348,144514,20029,30345,45988,60430,58.22392,474.766570699999,12360,16471,126409,203069,0,166450,257391,14844,410.627115999999,66753,66,35.37,51.97,100,NA
2025-2026,April,17,MADHYA PRADESH,1722,DHAR,1013653,275.14594578026,12,347,0,1161,45,26647,308301,26656,42083,210395,285791,160.80897,1009.0866723,24059,33822,198154,419895,0,313368,648964,27808,848.2777023,126460,66,30.12,59.34,100,NA
2025-2026,April,17,MADHYA PRADESH,1723,INDORE,112417,256.890119646018,9,11,0.3647,315,102,5676,14125,3403,10316,3212,14590,56.0486,92.6990294,1531,1798,31667,62001,0,69785,133650,5991,36.2857294,5367,60,19.13,19.66,100,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,352.517398071843,10,68,3.7302109,876,68,19447,101444,11597,37331,53908,173394,139.60141,500.9393702,9493,12721,171618,342782,0,290992,575747,20323,357.6077493,41983,74,34.48,62.79,100,NA
2025-2026,April,17,MADHYA PRADESH,1742,BARWANI,519386,333.073832741327,11,83,12.1031006,561,23,14158,89526,7686,29748,71388,207746,89.27826,399.5690401,8020,12015,118174,274637,0,212197,469197,14719,298.1876795,37678,79,24.39,48.11,100,NA
2025-2026,April,17,MADHYA PRADESH,1744,KATNI ,591077,341.423004943002,9,58,0.25038,678,23,7081,84564,11598,44914,22970,80861,70.20444,359.175769900001,8538,11214,131259,280254,0,173017,366317,7759,288.720949900001,42318,55,45.78,56.61,100,NA
2025-2026,April,17,MADHYA PRADESH,1745,DINDORI,1397354,354.351749345625,8,198,0,579,10,13080,239541,5812,14326,151812,185357,75.90168,924.719403900002,26797,32746,191113,355488,0,205646,377245,13659,848.817723900002,125078,65,38.96,78.55,100,NA
2025-2026,April,17,MADHYA PRADESH,1719,SHAJAPUR,186357,278.651768847093,11,40,0,308,11,7996,76988,14853,20455,5701,11264,72.32641,286.8548338,6663,8614,54294,96747,0,110474,188051,8304,214.5284238,26757,72,43.08,51.99,100.02,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,349.209755775755,10,71,3.7302109,903,58,19593,111414,12866,37332,57725,173460,144.00081,536.7995782,10228,13700,171669,342871,0,291043,575824,20496,389.0685573,45692,75,33.79,61.28,100,NA
2025-2026,April,17,MADHYA PRADESH,1725,KHANDWA,548085,264.24732357504,11,64,0,399,37,13025,94757,8638,24752,33202,104779,87.4327,337.8255364,8512,12582,124499,310041,0,197135,465498,13424,250.3928364,41992,70,22.49,48.78,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,289.221347051885,10,25,4.2317245,1001,36,20662,123774,24268,27629,8008,12974,115.3681,477.5806546,11457,13131,108180,163153,0,223711,325120,21663,357.9808301,37466,76,21.32,28.6,100,NA
2025-2026,April,17,MADHYA PRADESH,1738,BALAGHAT,1446995,320.576519886598,9,1259,1.10914,724,11,21582,425739,18190,27056,124904,129452,167.65775,1533.58616,42850,54206,265126,572350,0,318658,672336,22306,1364.81927,257753,79,58.73,73.72,100,NA
2025-2026,April,17,MADHYA PRADESH,1747,BURHANPUR,233987,266.536547009431,13,68,4.2290848,226,9,6773,57999,10893,25304,25440,50592,30.77145,189.5890667,4171,6841,50141,129217,0,89665,215684,6999,154.5885319,28230,77,10.68,21.39,100,NA
2025-2026,April,17,MADHYA PRADESH,1752,NIWARI,201868,348.840118712788,10,15,0,185,15,4847,27377,3970,7297,2762,6793,18.782,114.2839593,2577,3260,35192,59728,0,49001,82315,5032,95.5019593,10792,67,22.52,68.5,100,NA
2025-2026,April,17,MADHYA PRADESH,1702,BHIND,245604,274.089137620103,8,7,0,118,238,7618,33825,6393,17942,228,202,55.99208,148.7027308,3795,4088,72758,97665,0,163322,268717,7736,92.7106507999999,14447,34,24.78,62.06,100,NA
2025-2026,April,17,MADHYA PRADESH,1710,SAGAR,542808,325.550288205468,11,38,18.349388,844,109,18817,132926,18927,34708,13734,31308,139.17115,590.2615141,11556,14498,143271,246144,0,290083,496443,19661,432.7409761,41614,75,35.51,51.65,100.35,NA
2025-2026,April,17,MADHYA PRADESH,1714,SHAHDOL,600501,272.178135017864,11,110,11.476686,196,46,15682,112237,13492,34243,60974,129918,71.43314,388.394399400001,9433,13130,118005,234529,0,160004,298542,15878,305.484573400001,53936,79,56.87,63.58,100,NA
2025-2026,April,17,MADHYA PRADESH,1718,UJJAIN,501349,260.908613845611,13,59,2.15168,396,61,10759,87869,34363,56040,7164,12422,131.30628,362.7157499,6740,9005,71075,166741,0,154695,359930,11155,229.2577899,32512,72,22.78,32.4,100.03,NA
2025-2026,April,17,MADHYA PRADESH,1719,SHAJAPUR,186357,283.819692259907,11,45,0,320,9,8162,83707,16291,20480,6223,11315,72.32641,309.9033598,7137,9195,54394,96953,0,110499,188094,8482,237.5769498,29014,73,42.72,52.5,100.02,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,325.854830411494,11,79,3.7302109,952,55,19897,125834,14465,37407,66987,173534,144.00081,557.7671882,11132,14936,171830,343162,0,291103,575850,20849,410.0361673,51759,75,35.33,60.87,100,NA
2025-2026,April,17,MADHYA PRADESH,1727,VIDISHA,463598,285.615904967884,11,30,4.2317245,1037,30,21051,138248,26039,27677,8480,12987,115.7951,514.8851008,12514,14342,108309,163342,0,223811,325264,22088,394.8582763,42040,77,23.31,32,100,NA
2025-2026,April,17,MADHYA PRADESH,1732,NARMADAPURAM,214998,265.489190163752,12,34,2.199,203,37,12528,53801,10283,18066,13077,29141,94.542,239.5768392,4471,5592,43640,92930,0,102959,198346,12731,142.8358392,17368,70,4.83,6.9,100,NA
2025-2026,April,17,MADHYA PRADESH,1733,JABALPUR,433323,323.114111117702,13,65,1.31238,901,10,14864,118019,23378,37726,35693,64316,112.74264,495.3910628,9010,11620,94151,186596,0,157469,301695,15765,381.3360428,51686,70,12.96,20.79,100,NA
2025-2026,April,17,MADHYA PRADESH,1737,SEONI,1239628,251.480692792657,11,337,0,2020,43,19038,184312,21894,56108,82655,211007,118.4731,581.982194500001,16189,23647,188232,453347,0,225345,531703,21058,463.509094500001,99307,71,42.89,60.97,100,NA
2025-2026,April,17,MADHYA PRADESH,1739,SHEOPUR,370498,281.842109107282,11,71,0,527,23,20503,159916,22340,19558,47778,46923,50.4265,501.1371272,13366,16893,90200,151763,0,167937,275551,21030,450.7106272,64817,82,21.88,58.9,100,NA
2025-2026,April,17,MADHYA PRADESH,1740,UMARIA,362421,346.132104455429,13,36,0.6948,333,21,9512,61902,5124,11807,34813,85283,42.90318,257.8606753,4665,6338,85334,154163,0,119324,203605,9845,214.2626953,29290,77,19.34,40.02,100,NA
2025-2026,April,17,MADHYA PRADESH,1742,BARWANI,519386,317.77696570774,11,92,12.1031006,604,15,14367,108246,9666,29772,86194,207925,90.43523,446.5191849,9156,13744,118280,274883,0,212252,469316,14971,343.9808543,45756,79,27.01,49.33,100,NA
2025-2026,April,17,MADHYA PRADESH,1747,BURHANPUR,233987,265.762899860576,14,70,4.2290848,227,9,6818,60965,11522,25298,26763,50596,31.97995,198.2313867,4308,7040,50150,129239,0,89669,215697,7045,162.0223519,29638,77,10.63,21.04,100,NA
2025-2026,April,17,MADHYA PRADESH,1750,SINGRAULI,641736,293.151288688105,13,222,3.7209633,315,17,11513,200320,31204,33361,62031,66315,49.56555,640.527174800011,15247,20909,117483,207695,0,176875,302074,11828,587.240661500011,86267,69,38.99,74.17,100,NA
2025-2026,April,17,MADHYA PRADESH,1703,GWALIOR,189309,253.449598695866,10,63,4.1384,160,48,9485,70545,10809,14115,7219,8563,53.36909,236.303509399999,6417,7388,47500,77075,0,111823,214898,9645,178.796019399999,19932,53,22.28,57.04,100.01,NA
2025-2026,April,17,MADHYA PRADESH,1706,GUNA,489168,279.612010909793,15,61,2.86485,524,46,19512,314763,36393,26840,52863,48824,98.06211,981.042113899991,19815,23956,102512,217519,0,210092,433798,20036,880.115153899991,111326,82,33.38,68.43,100,NA
2025-2026,April,17,MADHYA PRADESH,1715,SIDHI,678091,266.144778032375,13,84,5.9155347,725,8,14952,256614,35518,30446,79038,60610,72.98192,761.862215399999,19291,25676,126870,203662,0,166831,257859,15677,682.964760699999,118510,68,37.58,55.87,100,NA
2025-2026,April,17,MADHYA PRADESH,1720,DEWAS,391927,263.927211905429,14,77,3.645,362,10,14505,206998,38122,34520,44937,40137,111.86546,661.8345101,14392,18367,88855,180003,0,166396,337299,14867,546.3240501,67917,79,31.96,47.15,100.01,NA
2025-2026,April,17,MADHYA PRADESH,1724,KHARGONE,1004181,301.378019217827,12,103,3.7302109,1026,29,22622,197629,21720,37691,105688,174078,146.40952,745.7500965,16231,21793,172589,344589,0,291412,576351,23648,595.6103656,80448,77,33.88,60.41,100,NA
2025-2026,April,17,MADHYA PRADESH,1726,RAJGARH,775130,314.377292635386,16,260,14.0974167,2044,50,17620,405819,52298,53273,7198,9893,131.13727,1421.0374719,25242,38287,178264,342501,0,281029,520782,19664,1275.8027852,168899,73,18.56,65.22,100,NA
2025-2026,April,17,MADHYA PRADESH,1730,RAISEN,296464,274.230937965641,15,54,0,760,27,18537,182544,34910,22529,27236,23677,108.18682,608.7789434,11864,15570,72887,127238,0,158509,251009,19297,500.5921234,66660,82,11.35,13.06,100,NA
2025-2026,April,17,MADHYA PRADESH,1745,DINDORI,1397354,298.381614757516,10,285,36.8297793,952,3,13329,412644,9516,14334,254920,185481,83.76965,1351.8532597,39498,49305,191192,355685,0,205834,377610,14281,1231.2538304,218063,66,38.49,80.11,100,NA
2025-2026,April,17,MADHYA PRADESH,1748,ASHOK NAGAR,522994,277.078629031106,12,130,9.42587166,662,12,20224,279576,53516,28838,24490,15783,69.94835,854.019569560005,23169,28083,86205,144715,0,153953,550145,20886,774.645347900005,88758,86,40.31,63.3,100,NA
2025-2026,May,17,MADHYA PRADESH,1702,BHIND,491209,248.387051739953,10,8,0,137,207,7672,51237,9234,17976,329,202,60.66008,187.9261537,4728,5108,72832,97792,0,163560,269031,7809,127.2660737,21603,34,24.52,63.42,100,NA
2025-2026,May,17,MADHYA PRADESH,1705,SHIVPURI,1845737,274.594179230286,12,115,0,1412,32,37201,290654,48502,55522,77882,67971,105.73614,903.855105699997,23043,27995,197763,340508,0,340175,620285,38613,798.118965699997,115813,83,20.17,42.8,100,NA
2025-2026,May,17,MADHYA PRADESH,1706,GUNA,978335,279.021083429077,16,69,2.86485,547,44,19811,341176,40438,26912,59755,48882,99.11715,1053.93497159999,20755,25199,102657,217811,0,210166,433890,20358,951.952971599987,120605,82,33.09,67.12,100,NA
2025-2026,May,17,MADHYA PRADESH,1707,TIKAMGARH,866403,287.310477741134,12,24,75.5126886,508,4,12997,120379,23120,22870,8513,13356,75.9768,497.3509686,9569,12656,75349,135757,0,130565,225257,13505,345.86148,43277,68,19.83,55.6,100,NA
2025-2026,May,17,MADHYA PRADESH,1709,PANNA,1135204,275.746832869008,16,103,1.83816,491,5,13142,303666,50033,42938,50392,36794,94.66839,933.855927500001,18944,26864,106825,223367,0,169239,339051,13633,837.349377500001,120511,72,36.01,56.73,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1712,SATNA,1117819,269.739923855157,12,62,0.2494,474,41,13993,131066,23449,41967,24392,45421,141.2766,495.0633286,10431,13208,122498,225421,0,215009,391057,14467,353.5373286,50171,57,22.82,39.93,100,NA
2025-2026,May,17,MADHYA PRADESH,1714,SHAHDOL,1201004,258.655979134647,13,161,11.630686,233,14,16283,175027,21394,34280,95259,130069,81.34814,545.696626599999,13243,18492,118143,234804,0,160138,298790,16516,452.717800599999,84517,79,57.6,64.92,100,NA
2025-2026,May,17,MADHYA PRADESH,1717,RATLAM,902039,251.423160719561,14,71,0,618,30,16049,155762,40413,59882,59494,68062,96.96823,488.589973600002,10820,15111,99628,219503,0,189367,392269,16667,391.621743600002,60698,81,20.74,42.72,100,NA
2025-2026,May,17,MADHYA PRADESH,1719,SHAJAPUR,372713,274.615069604778,14,56,0,391,4,9092,132103,25853,20776,10703,11570,73.60741,436.3821554,9221,12103,55024,98241,0,110696,188408,9483,362.7747454,45783,75,40.95,50.77,100.03,NA
2025-2026,May,17,MADHYA PRADESH,1725,KHANDWA,1096170,267.744014428822,11,124,0,675,4,17026,184076,16934,24819,63766,105114,94.72802,587.580491999999,16058,23839,124972,311198,0,197241,465757,17701,492.852471999999,82143,77,22.99,55.77,100,NA
2025-2026,May,17,MADHYA PRADESH,1727,VIDISHA,927197,274.338342096567,12,41,4.2317245,1378,10,22174,205784,38283,28015,11957,13028,116.2284,685.0045384,16563,19174,109261,164750,0,224473,326281,23552,564.5444139,63404,78,24.38,33.2,100,NA
2025-2026,May,17,MADHYA PRADESH,1729,SEHORE,519596,271.840110243232,14,40,0.44436,752,33,11581,103317,27111,28318,13295,18073,103.00833,384.3097367,7205,9844,58134,112964,0,136726,254709,12333,280.8570467,37573,73,21.47,33.68,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1730,RAISEN,592927,272.205538758775,15,60,0,767,20,19143,203412,38552,22612,30665,23765,108.18682,661.8855505,13035,17057,73194,127770,0,158652,251299,19910,553.6987305,74040,83,11.24,13.19,100,NA
2025-2026,May,17,MADHYA PRADESH,1738,BALAGHAT,2893990,277.886429339041,12,1904,1.10914,983,6,22691,741633,31984,27084,229217,129652,168.53315,2230.53975250001,60778,78551,265421,573112,1,318971,673064,23674,2060.89746250001,451007,78,61.24,77.23,100.01,NA
2025-2026,May,17,MADHYA PRADESH,1739,SHEOPUR,740996,272.020474919636,14,85,0,633,10,20778,249179,34158,19627,73516,47038,50.4265,728.244399200001,17219,21760,90386,152125,0,168161,275983,21411,677.817899200001,101503,82,26.03,61.51,100,NA
